TRTID10,state,county,tract,cbsa10,POP70SP1,INCPC70
34025811200,NJ,Monmouth County,Census Tract 8112,35620,4354.074,3535.847
34025811301,NJ,Monmouth County,Census Tract 8113.01,35620,2071.713298,4204.429
34025811303,NJ,Monmouth County,Census Tract 8113.03,35620,1134.580932,4204.421
34025811304,NJ,Monmouth County,Census Tract 8113.04,35620,1578.695343,4204.421
34025811401,NJ,Monmouth County,Census Tract 8114.01,35620,3275.404533,7325.71
34025811402,NJ,Monmouth County,Census Tract 8114.02,35620,2332.595457,7325.71
34025811501,NJ,Monmouth County,Census Tract 8115.01,35620,2073.001461,4286.782
34025811502,NJ,Monmouth County,Census Tract 8115.02,35620,978.3091558,4289.543
34025811600,NJ,Monmouth County,Census Tract 8116,35620,1040.411309,4464.7
34025811900,NJ,Monmouth County,Census Tract 8119,35620,2787.163761,4119.151
34025812000,NJ,Monmouth County,Census Tract 8120,35620,1760.985982,4555.369
34025812100,NJ,Monmouth County,Census Tract 8121,35620,1925.999983,4485.627
34025812200,NJ,Monmouth County,Census Tract 8122,35620,9221.664198,3939.153
34025812300,NJ,Monmouth County,Census Tract 8123,35620,3834.853015,6125.503
34025812400,NJ,Monmouth County,Census Tract 8124,35620,5129.011356,7825.82
34025812501,NJ,Monmouth County,Census Tract 8125.01,35620,1517.30648,4080.281
34025812502,NJ,Monmouth County,Census Tract 8125.02,35620,1837.859183,4759.035
34027040101,NJ,Morris County,Census Tract 401.01,35620,4868.238688,5929.184
34027040102,NJ,Morris County,Census Tract 401.02,35620,4747.309273,4343.156
34027040200,NJ,Morris County,Census Tract 402,35620,7652.665318,5157.654
34027040300,NJ,Morris County,Census Tract 403,35620,6586.219405,6325.464
34027040400,NJ,Morris County,Census Tract 404,35620,2927.826187,4828.374
34027040500,NJ,Morris County,Census Tract 405,35620,3718.331262,4369.942
34027040600,NJ,Morris County,Census Tract 406,35620,3409.999972,4702.163
34027040701,NJ,Morris County,Census Tract 407.01,35620,5073.10903,6190.859
34027040702,NJ,Morris County,Census Tract 407.02,35620,2413.727002,10255.14
34027040801,NJ,Morris County,Census Tract 408.01,35620,3001.896115,6259.382
34027040803,NJ,Morris County,Census Tract 408.03,35620,3832.999986,5967.693
34027040804,NJ,Morris County,Census Tract 408.04,35620,1801.617369,5349.29
34027040805,NJ,Morris County,Census Tract 408.05,35620,3480.239545,5345.032
34027040900,NJ,Morris County,Census Tract 409,35620,2841.880302,6506.696
34027041000,NJ,Morris County,Census Tract 410,35620,5624.519435,4727.583
34027041100,NJ,Morris County,Census Tract 411,35620,3897.489577,5011.202
34027041200,NJ,Morris County,Census Tract 412,35620,4492.333742,9606.131
34027041300,NJ,Morris County,Census Tract 413,35620,3488.90304,5552.555
34027041400,NJ,Morris County,Census Tract 414,35620,6342.49196,5255.314
34027041500,NJ,Morris County,Census Tract 415,35620,3851.042567,5065.603
34027041601,NJ,Morris County,Census Tract 416.01,35620,5524.705559,3811.239
34027041602,NJ,Morris County,Census Tract 416.02,35620,3002.861294,5726.361
34027041603,NJ,Morris County,Census Tract 416.03,35620,3763.012225,6498.367
34027041604,NJ,Morris County,Census Tract 416.04,35620,5076.669641,6650.225
34027041701,NJ,Morris County,Census Tract 417.01,35620,2130.278933,5488.137
34027041702,NJ,Morris County,Census Tract 417.02,35620,4149.524881,4787.794
34027041704,NJ,Morris County,Census Tract 417.04,35620,4064.474843,6105.565
34027041705,NJ,Morris County,Census Tract 417.05,35620,2914.754446,5923.069
34027041706,NJ,Morris County,Census Tract 417.06,35620,9773.98644,5923.069
34027041801,NJ,Morris County,Census Tract 418.01,35620,3381.842432,5541.817
34027041802,NJ,Morris County,Census Tract 418.02,35620,5849.554492,5169.797
34027041803,NJ,Morris County,Census Tract 418.03,35620,3745.125687,6196.205
34027041901,NJ,Morris County,Census Tract 419.01,35620,4979.385761,5224.788
34027041902,NJ,Morris County,Census Tract 419.02,35620,2377.273273,5884.288
34027042000,NJ,Morris County,Census Tract 420,35620,3640.46893,5185.132
34027042100,NJ,Morris County,Census Tract 421,35620,3914.325016,6597.499
34027042200,NJ,Morris County,Census Tract 422,35620,4209.000015,5588.562
34027042301,NJ,Morris County,Census Tract 423.01,35620,2820.907964,5508.24
34027042302,NJ,Morris County,Census Tract 423.02,35620,3064.074971,7229.162
34027042500,NJ,Morris County,Census Tract 425,35620,4708.085602,6387.243
34027042600,NJ,Morris County,Census Tract 426,35620,3136.179957,6029.695
34027042700,NJ,Morris County,Census Tract 427,35620,4698.999979,6726.501
34027042800,NJ,Morris County,Census Tract 428,35620,5440.851246,6911.955
34027042900,NJ,Morris County,Census Tract 429,35620,3600.001143,5146.676
34027043000,NJ,Morris County,Census Tract 430,35620,4714.354569,5946.709
34027043100,NJ,Morris County,Census Tract 431,35620,3105.822037,9694.014
34027043200,NJ,Morris County,Census Tract 432,35620,3921.807611,4687.44
34027043301,NJ,Morris County,Census Tract 433.01,35620,2561.956011,8020.17
34027043302,NJ,Morris County,Census Tract 433.02,35620,4318.586885,6209.807
34027043303,NJ,Morris County,Census Tract 433.03,35620,2120.691653,8706.301
34027043401,NJ,Morris County,Census Tract 434.01,35620,6384.973058,5998.828
34027043402,NJ,Morris County,Census Tract 434.02,35620,4498.441081,8022.942
34027043500,NJ,Morris County,Census Tract 435,35620,3487.821778,4256.62
34027043600,NJ,Morris County,Census Tract 436,35620,4754.169844,6289.206
34027043700,NJ,Morris County,Census Tract 437,35620,2510.861216,6983.447
34027043800,NJ,Morris County,Census Tract 438,35620,6853.482629,4953.666
34027043900,NJ,Morris County,Census Tract 439,35620,3535.327,10053.62
34027044000,NJ,Morris County,Census Tract 440,35620,4377.216626,8188.087
34027044101,NJ,Morris County,Census Tract 441.01,35620,2915.527451,7365.08
34027044102,NJ,Morris County,Census Tract 441.02,35620,4744.472673,6125.93
34027044200,NJ,Morris County,Census Tract 442,35620,3120.734946,10346.9
34027044300,NJ,Morris County,Census Tract 443,35620,6663.069367,4611.5
34027044401,NJ,Morris County,Census Tract 444.01,35620,4408.842604,5176.432
34027044403,NJ,Morris County,Census Tract 444.03,35620,6262.632736,5928.89
34027044404,NJ,Morris County,Census Tract 444.04,35620,1779.27924,5934.113
34027044501,NJ,Morris County,Census Tract 445.01,35620,2250.663472,5236.273
34027044502,NJ,Morris County,Census Tract 445.02,35620,4396.99476,5180.768
34027044601,NJ,Morris County,Census Tract 446.01,35620,1945.926564,4745.476
34027044602,NJ,Morris County,Census Tract 446.02,35620,4723.195825,4744.725
34027044701,NJ,Morris County,Census Tract 447.01,35620,1514.802562,4940.661
34027044702,NJ,Morris County,Census Tract 447.02,35620,5732.774981,4943.53
34027044800,NJ,Morris County,Census Tract 448,35620,6725.937719,4719.673
34027044900,NJ,Morris County,Census Tract 449,35620,5057.758355,4743.325
34027045000,NJ,Morris County,Census Tract 450,35620,3851.876509,4409.435
34027045100,NJ,Morris County,Census Tract 451,35620,5515.555996,4846.447
34027045200,NJ,Morris County,Census Tract 452,35620,3894.966105,4897.537
34027045300,NJ,Morris County,Census Tract 453,35620,3981.659074,5044.606
34027045401,NJ,Morris County,Census Tract 454.01,35620,3758.575892,5335.282
34027045402,NJ,Morris County,Census Tract 454.02,35620,3730.931179,4880.709
34027045501,NJ,Morris County,Census Tract 455.01,35620,2226.969386,5626.202
34027045502,NJ,Morris County,Census Tract 455.02,35620,5380.494278,5616.475
34027045602,NJ,Morris County,Census Tract 456.02,35620,628.819698,4416.697
34027045603,NJ,Morris County,Census Tract 456.03,35620,1275.063798,5590.621
34027045701,NJ,Morris County,Census Tract 457.01,35620,3982.402533,5879.365
34027045703,NJ,Morris County,Census Tract 457.03,35620,1290.312474,5882.272
34027045704,NJ,Morris County,Census Tract 457.04,35620,1943.879914,5879.366
34027045804,NJ,Morris County,Census Tract 458.04,35620,3720.758955,9122.408
34027045901,NJ,Morris County,Census Tract 459.01,35620,1213.548045,4705.552
34027045902,NJ,Morris County,Census Tract 459.02,35620,4217.476309,6162.807
34027046000,NJ,Morris County,Census Tract 460,35620,2933.936421,4321.136
34027046103,NJ,Morris County,Census Tract 461.03,35620,990.9768178,5832.742
34027046104,NJ,Morris County,Census Tract 461.04,35620,3810.505659,5832.741
34027046105,NJ,Morris County,Census Tract 461.05,35620,943.6648311,4410.866
34027046106,NJ,Morris County,Census Tract 461.06,35620,4558.394525,4410.086
34027046201,NJ,Morris County,Census Tract 462.01,35620,981.8118016,5130.662
34027046202,NJ,Morris County,Census Tract 462.02,35620,1152.026479,5130.663
34027046297,NJ,Morris County,Census Tract 462.97,35620,2097.355574,5159.187
34027046298,NJ,Morris County,Census Tract 462.98,35620,3049.999992,5358.829
34027046300,NJ,Morris County,Census Tract 463,35620,4967.747902,5709.89
34027046400,NJ,Morris County,Census Tract 464,35620,3980.620202,6541.495
34031116500,NJ,Passaic County,Census Tract 1165,35620,7721.57105,4877.985
34031124200,NJ,Passaic County,Census Tract 1242,35620,8665.512944,4891.138
34031124311,NJ,Passaic County,Census Tract 1243.11,35620,5332.392351,6534.758
34031124312,NJ,Passaic County,Census Tract 1243.12,35620,5466.670237,6545.865
34031124321,NJ,Passaic County,Census Tract 1243.21,35620,5910.816081,5831.19
34031124322,NJ,Passaic County,Census Tract 1243.22,35620,5882.019301,5831.19
34031124323,NJ,Passaic County,Census Tract 1243.23,35620,1887.165024,5831.19
34031124401,NJ,Passaic County,Census Tract 1244.01,35620,6823.236305,6632.101
34031124402,NJ,Passaic County,Census Tract 1244.02,35620,4168.547806,5141.915
34031124500,NJ,Passaic County,Census Tract 1245,35620,5115.619259,4331.28
34031124601,NJ,Passaic County,Census Tract 1246.01,35620,3815.928039,4655.781
34031124602,NJ,Passaic County,Census Tract 1246.02,35620,5908.000052,4746.63
34031124700,NJ,Passaic County,Census Tract 1247,35620,7339.751787,4655.51
34031124800,NJ,Passaic County,Census Tract 1248,35620,3717.07982,4766.651
34031124900,NJ,Passaic County,Census Tract 1249,35620,4564.284217,5179.714
34031125000,NJ,Passaic County,Census Tract 1250,35620,5877.782166,4224.15
34031125100,NJ,Passaic County,Census Tract 1251,35620,2283.38611,4082.729
34031133701,NJ,Passaic County,Census Tract 1337.01,35620,3894.92654,4448.714
34031133702,NJ,Passaic County,Census Tract 1337.02,35620,2354.525867,4448.714
34031143200,NJ,Passaic County,Census Tract 1432,35620,7081.000001,5799.868
34031143300,NJ,Passaic County,Census Tract 1433,35620,6562.000008,4365.081
34031143400,NJ,Passaic County,Census Tract 1434,35620,5139.050501,4751.569
34031154001,NJ,Passaic County,Census Tract 1540.01,35620,4548.763335,5473.483
34031154002,NJ,Passaic County,Census Tract 1540.02,35620,7447.550142,5473.483
34031163500,NJ,Passaic County,Census Tract 1635,35620,7559.949514,5638.385
34031175200,NJ,Passaic County,Census Tract 1752,35620,3743.500947,3411.469
34031175301,NJ,Passaic County,Census Tract 1753.01,35620,2658.168853,3530.434
34031175302,NJ,Passaic County,Census Tract 1753.02,35620,3612.8312,3530.434
34031175401,NJ,Passaic County,Census Tract 1754.01,35620,4379.349597,3683.24
34031175402,NJ,Passaic County,Census Tract 1754.02,35620,3732.010766,3683.24
34031175500,NJ,Passaic County,Census Tract 1755,35620,7096.200656,3525.937
34031175601,NJ,Passaic County,Census Tract 1756.01,35620,1761.950114,5272.778
34031175602,NJ,Passaic County,Census Tract 1756.02,35620,5130.220678,5272.778
34031175701,NJ,Passaic County,Census Tract 1757.01,35620,4613.445823,5379.657
34031175703,NJ,Passaic County,Census Tract 1757.03,35620,4362.231543,5379.657
34031175704,NJ,Passaic County,Census Tract 1757.04,35620,3011.082413,5379.658
34031175801,NJ,Passaic County,Census Tract 1758.01,35620,2628.219047,3781.902
34031175802,NJ,Passaic County,Census Tract 1758.02,35620,4175.175601,3781.947
34031175900,NJ,Passaic County,Census Tract 1759,35620,4218.918955,3220.256
34031180100,NJ,Passaic County,Census Tract 1801,35620,7343.000034,4842.486
34031180201,NJ,Passaic County,Census Tract 1802.01,35620,2895.251476,4067.592
34031180202,NJ,Passaic County,Census Tract 1802.02,35620,5507.722213,4067.592
34031180300,NJ,Passaic County,Census Tract 1803,35620,6122.025988,3611.339
34031180600,NJ,Passaic County,Census Tract 1806,35620,4231.587383,3834.965
34031180700,NJ,Passaic County,Census Tract 1807,35620,3823.999992,3015.887
34031180800,NJ,Passaic County,Census Tract 1808,35620,2862.000009,3318.04
34031180900,NJ,Passaic County,Census Tract 1809,35620,2452.999993,3741.247
34031181000,NJ,Passaic County,Census Tract 1810,35620,3731.000026,4137.952
34031181100,NJ,Passaic County,Census Tract 1811,35620,6580.999974,3885.269
34031181200,NJ,Passaic County,Census Tract 1812,35620,3763.999971,4204.485
34031181300,NJ,Passaic County,Census Tract 1813,35620,4900.999974,4040.308
34031181400,NJ,Passaic County,Census Tract 1814,35620,5533.999994,3310.306
34031181500,NJ,Passaic County,Census Tract 1815,35620,4091.000122,3501.442
34031181702,NJ,Passaic County,Census Tract 1817.02,35620,3810.999983,2775.545
34031181800,NJ,Passaic County,Census Tract 1818,35620,2797.769417,2906.541
34031181900,NJ,Passaic County,Census Tract 1819,35620,3663.341762,3907.465
34031182000,NJ,Passaic County,Census Tract 1820,35620,2044.816768,3294.777
34031182100,NJ,Passaic County,Census Tract 1821,35620,3144.999984,3574.117
34031182200,NJ,Passaic County,Census Tract 1822,35620,3708.999979,3377.64
34031182301,NJ,Passaic County,Census Tract 1823.01,35620,1973.086326,3331.731
34031182302,NJ,Passaic County,Census Tract 1823.02,35620,6057.91369,3331.731
34031182400,NJ,Passaic County,Census Tract 1824,35620,5045.651397,4233.861
34031182500,NJ,Passaic County,Census Tract 1825,35620,6273.000021,5906.018
34031182600,NJ,Passaic County,Census Tract 1826,35620,5034.34863,5620.636
34031182700,NJ,Passaic County,Census Tract 1827,35620,5152.000011,3928.092
34031182800,NJ,Passaic County,Census Tract 1828,35620,2658.000023,3488.391
34031182900,NJ,Passaic County,Census Tract 1829,35620,3731.841478,2630.085
34031183000,NJ,Passaic County,Census Tract 1830,35620,6723.999967,4098.895
34031183101,NJ,Passaic County,Census Tract 1831.01,35620,4080.975398,4160.327
34031183102,NJ,Passaic County,Census Tract 1831.02,35620,4195.024566,4160.327
34031183200,NJ,Passaic County,Census Tract 1832,35620,3499.23062,3842.545
34031196401,NJ,Passaic County,Census Tract 1964.01,35620,4684.873679,6008.284
34031196402,NJ,Passaic County,Census Tract 1964.02,35620,6851.126305,6008.284
34031203600,NJ,Passaic County,Census Tract 2036,35620,5393.000002,3938.943
34031216701,NJ,Passaic County,Census Tract 2167.01,35620,5501.345408,5524.934
34031216702,NJ,Passaic County,Census Tract 2167.02,35620,4619.562563,5524.934
34031223801,NJ,Passaic County,Census Tract 2238.01,35620,2982.444071,4654.006
34031223802,NJ,Passaic County,Census Tract 2238.02,35620,7199.151232,4654.006
34031223900,NJ,Passaic County,Census Tract 2239,35620,1086.000004,238.5542
34031236601,NJ,Passaic County,Census Tract 2366.01,35620,3760.504065,4423.498
34031236602,NJ,Passaic County,Census Tract 2366.02,35620,4804.01725,4423.498
34031246001,NJ,Passaic County,Census Tract 2460.01,35620,1441.000012,4666.962
34031246002,NJ,Passaic County,Census Tract 2460.02,35620,2933.999979,7222.826
34031246003,NJ,Passaic County,Census Tract 2460.03,35620,5198.000066,5875.374
34031246101,NJ,Passaic County,Census Tract 2461.01,35620,6000.547278,5361.664
34031246102,NJ,Passaic County,Census Tract 2461.02,35620,3411.260722,6238.335
34031246103,NJ,Passaic County,Census Tract 2461.03,35620,7152.739245,6012.797
34031246104,NJ,Passaic County,Census Tract 2461.04,35620,2380.999983,5932.051
34031246201,NJ,Passaic County,Census Tract 2462.01,35620,5782.999989,6887.374
34031246202,NJ,Passaic County,Census Tract 2462.02,35620,5658.999996,6895.966
34031246203,NJ,Passaic County,Census Tract 2462.03,35620,4430.999972,6667.68
34031246300,NJ,Passaic County,Census Tract 2463,35620,5693.504187,4799.235
34031256801,NJ,Passaic County,Census Tract 2568.01,35620,1409.415668,5013.63
34031256802,NJ,Passaic County,Census Tract 2568.02,35620,4531.08966,5013.63
34031256803,NJ,Passaic County,Census Tract 2568.03,35620,1305.57685,5013.63
34031256804,NJ,Passaic County,Census Tract 2568.04,35620,2566.769287,5013.63
34031256805,NJ,Passaic County,Census Tract 2568.05,35620,7771.147537,5013.63
34031264101,NJ,Passaic County,Census Tract 2641.01,35620,5188.285016,5131.303
34031264102,NJ,Passaic County,Census Tract 2641.02,35620,6009.799188,5130.849
34031264200,NJ,Passaic County,Census Tract 2642,35620,7405.412609,3433.318
34035050100,NJ,Somerset County,Census Tract 501,35620,3003.000005,5314.511
34035050200,NJ,Somerset County,Census Tract 502,35620,3721.999996,4971.395
34035050300,NJ,Somerset County,Census Tract 503,35620,4770.999969,5524.44
34035050400,NJ,Somerset County,Census Tract 504,35620,2514.581197,4707.556
34035050500,NJ,Somerset County,Census Tract 505,35620,3397.309647,4212.527
34035050600,NJ,Somerset County,Census Tract 506,35620,3376.999993,4660.835
34035050701,NJ,Somerset County,Census Tract 507.01,35620,1458.727324,4513.405
34035050703,NJ,Somerset County,Census Tract 507.03,35620,1433.480249,4513.405
34035050704,NJ,Somerset County,Census Tract 507.04,35620,2151.792383,4513.405
34035050801,NJ,Somerset County,Census Tract 508.01,35620,3457.999964,6256.805
34035050802,NJ,Somerset County,Census Tract 508.02,35620,3281.999947,6011.341
34035050901,NJ,Somerset County,Census Tract 509.01,35620,4350.426391,6722.305
34035050902,NJ,Somerset County,Census Tract 509.02,35620,3728.313794,7467.852
34035050903,NJ,Somerset County,Census Tract 509.03,35620,3055.837309,6760.798
34035051000,NJ,Somerset County,Census Tract 510,35620,5578.011751,5282.329
34035051100,NJ,Somerset County,Census Tract 511,35620,3167.999993,4563.359
34035051200,NJ,Somerset County,Census Tract 512,35620,4976.783789,4461.802
34035051300,NJ,Somerset County,Census Tract 513,35620,2892.000012,7737.394
34035051400,NJ,Somerset County,Census Tract 514,35620,5960.999994,4411.042
34035051500,NJ,Somerset County,Census Tract 515,35620,3421.999996,4369.757
34035051600,NJ,Somerset County,Census Tract 516,35620,3682.00006,4592.257
34035051700,NJ,Somerset County,Census Tract 517,35620,3605.000013,4153.327
34035051800,NJ,Somerset County,Census Tract 518,35620,3657.000012,5547.921
34035051900,NJ,Somerset County,Census Tract 519,35620,5173.999909,5760.792
34035052001,NJ,Somerset County,Census Tract 520.01,35620,4259.798507,6547.244
34035052002,NJ,Somerset County,Census Tract 520.02,35620,5239.35727,6042.696
34035052100,NJ,Somerset County,Census Tract 521,35620,4470.618242,6090.472
34035052201,NJ,Somerset County,Census Tract 522.01,35620,4347.375257,6296.189
34035052203,NJ,Somerset County,Census Tract 522.03,35620,2513.742578,6743.388
34035052204,NJ,Somerset County,Census Tract 522.04,35620,2272.340411,6743.388
34035052300,NJ,Somerset County,Census Tract 523,35620,4960.107534,7475.44
34035052400,NJ,Somerset County,Census Tract 524,35620,4722.78559,7497.949
34035052601,NJ,Somerset County,Census Tract 526.01,35620,2166.653217,7046.126
34035052603,NJ,Somerset County,Census Tract 526.03,35620,2086.286089,6878.939
34035052700,NJ,Somerset County,Census Tract 527,35620,6815.292627,7973.237
34035052800,NJ,Somerset County,Census Tract 528,35620,2045.000009,5488.844
34035052901,NJ,Somerset County,Census Tract 529.01,35620,720.0840253,9065.019
34035052903,NJ,Somerset County,Census Tract 529.03,35620,1591.357502,10125.89
34035052904,NJ,Somerset County,Census Tract 529.04,35620,625.313185,10125.89
34035053000,NJ,Somerset County,Census Tract 530,35620,4481.308861,4441.616
34035053102,NJ,Somerset County,Census Tract 531.02,35620,3379.999995,6490.948
34035053103,NJ,Somerset County,Census Tract 531.03,35620,6209.592699,6964.322
34035053105,NJ,Somerset County,Census Tract 531.05,35620,1567.346252,5722.257
34035053200,NJ,Somerset County,Census Tract 532,35620,6870.999995,4398.34
34035053300,NJ,Somerset County,Census Tract 533,35620,3413.00001,3845.023
34035053402,NJ,Somerset County,Census Tract 534.02,35620,1746.932156,4985.792
34035053403,NJ,Somerset County,Census Tract 534.03,35620,733.7387275,4985.547
34035053404,NJ,Somerset County,Census Tract 534.04,35620,1224.591245,4985.547
34035053501,NJ,Somerset County,Census Tract 535.01,35620,1974.157073,4863.242
34035053602,NJ,Somerset County,Census Tract 536.02,35620,1922.999995,6096.148
34035053603,NJ,Somerset County,Census Tract 536.03,35620,1998.411784,5592.792
34035053604,NJ,Somerset County,Census Tract 536.04,35620,1475.818356,5592.548
34035053703,NJ,Somerset County,Census Tract 537.03,35620,2679.921357,5131.337
34035053704,NJ,Somerset County,Census Tract 537.04,35620,251.2492545,5125.133
34035053705,NJ,Somerset County,Census Tract 537.05,35620,164.040525,5125.133
34035053706,NJ,Somerset County,Census Tract 537.06,35620,818.9946555,4853.11
34035053707,NJ,Somerset County,Census Tract 537.07,35620,576.005331,4853.11
34035053801,NJ,Somerset County,Census Tract 538.01,35620,707.0000063,5080.023
34035053803,NJ,Somerset County,Census Tract 538.03,35620,1918.000043,5375.678
34035053804,NJ,Somerset County,Census Tract 538.04,35620,1708.926477,5553.492
34035053805,NJ,Somerset County,Census Tract 538.05,35620,2785.073291,5553.493
34035053901,NJ,Somerset County,Census Tract 539.01,35620,1459.621366,6822.465
34035053904,NJ,Somerset County,Census Tract 539.04,35620,902.5665291,7035.983
34035053905,NJ,Somerset County,Census Tract 539.05,35620,1211.433489,7035.983
34035054100,NJ,Somerset County,Census Tract 541,35620,4488.7142,4678.699
34035054201,NJ,Somerset County,Census Tract 542.01,35620,2136.385509,6955.815
34035054202,NJ,Somerset County,Census Tract 542.02,35620,2765.256789,4399.979
34035054300,NJ,Somerset County,Census Tract 543,35620,2166.595048,5186.83
34037371000,NJ,Sussex County,Census Tract 3710,35620,2194.949853,4135.519
34037371100,NJ,Sussex County,Census Tract 3711,35620,3146.428011,4443.545
34037371200,NJ,Sussex County,Census Tract 3712,35620,57.60183844,4443.546
34037371300,NJ,Sussex County,Census Tract 3713,35620,1171.174763,4443.546
34037371400,NJ,Sussex County,Census Tract 3714,35620,955.4738449,4443.546
34037371502,NJ,Sussex County,Census Tract 3715.02,35620,1844.185581,4443.545
34037371503,NJ,Sussex County,Census Tract 3715.03,35620,977.792276,4443.545
34037371600,NJ,Sussex County,Census Tract 3716,35620,907.7351905,4443.545
34037371700,NJ,Sussex County,Census Tract 3717,35620,696.8779102,4437.529
34037371800,NJ,Sussex County,Census Tract 3718,35620,3110.089807,4442.047
34037371900,NJ,Sussex County,Census Tract 3719,35620,3576.5839,4089.294
34037372000,NJ,Sussex County,Census Tract 3720,35620,952.7418884,4019.121
34037372100,NJ,Sussex County,Census Tract 3721,35620,560.7078727,4019.006
34037372200,NJ,Sussex County,Census Tract 3722,35620,466.7865839,4135.519
34037372300,NJ,Sussex County,Census Tract 3723,35620,1272.823641,4135.528
34037372400,NJ,Sussex County,Census Tract 3724,35620,886.3300431,4150.936
34037372500,NJ,Sussex County,Census Tract 3725,35620,2076.231725,4166.055
34037372600,NJ,Sussex County,Census Tract 3726,35620,6031.342962,4166.055
34037372700,NJ,Sussex County,Census Tract 3727,35620,289.0523991,4166.055
34037372800,NJ,Sussex County,Census Tract 3728,35620,480.9000951,4166.055
34037372900,NJ,Sussex County,Census Tract 3729,35620,660.4733022,4193.666
34037373000,NJ,Sussex County,Census Tract 3730,35620,749.4552091,5925.446
34037373100,NJ,Sussex County,Census Tract 3731,35620,5870.843619,5923.581
34037373200,NJ,Sussex County,Census Tract 3732,35620,4177.030023,5925.446
34037373300,NJ,Sussex County,Census Tract 3733,35620,1429.686949,5925.446
34037373400,NJ,Sussex County,Census Tract 3734,35620,1232.905184,5925.445
34037373500,NJ,Sussex County,Census Tract 3735,35620,1200.37152,5141.54
34037373600,NJ,Sussex County,Census Tract 3736,35620,1631.719639,5123.006
34037373700,NJ,Sussex County,Census Tract 3737,35620,3469.753431,4197.929
34037373800,NJ,Sussex County,Census Tract 3738,35620,3743.84233,4197.786
34037373900,NJ,Sussex County,Census Tract 3739,35620,1700.883509,4019.006
34037374000,NJ,Sussex County,Census Tract 3740,35620,2268.286114,5118.821
34037374100,NJ,Sussex County,Census Tract 3741,35620,2067.99102,5123.006
34037374200,NJ,Sussex County,Census Tract 3742,35620,3336.53519,4793.721
34037374300,NJ,Sussex County,Census Tract 3743,35620,2831.187838,4793.848
34037374400,NJ,Sussex County,Census Tract 3744,35620,3225.98136,4802.205
34037374500,NJ,Sussex County,Census Tract 3745,35620,2964.625288,4792.875
34037374600,NJ,Sussex County,Census Tract 3746,35620,951.5343768,4792.77
34037374700,NJ,Sussex County,Census Tract 3747,35620,983.8488596,4792.766
34037374800,NJ,Sussex County,Census Tract 3748,35620,1008.396626,4792.766
34037374900,NJ,Sussex County,Census Tract 3749,35620,334.3642874,4792.766
34039030200,NJ,Union County,Census Tract 302,35620,3245.999989,3489.966
34039030400,NJ,Union County,Census Tract 304,35620,5993.199814,2990.379
34039030500,NJ,Union County,Census Tract 305,35620,5240.000049,3941.436
34039030600,NJ,Union County,Census Tract 306,35620,3756.000036,3966.748
34039030701,NJ,Union County,Census Tract 307.01,35620,1501.565977,4158.041
34039030702,NJ,Union County,Census Tract 307.02,35620,5955.434044,4158.041
34039030802,NJ,Union County,Census Tract 308.02,35620,1790.982581,4081.078
34039030900,NJ,Union County,Census Tract 309,35620,4794.999995,4021.247
34039031000,NJ,Union County,Census Tract 310,35620,3238.000023,3722.245
34039031100,NJ,Union County,Census Tract 311,35620,4874.999981,3433.267
34039031200,NJ,Union County,Census Tract 312,35620,6392.999972,3527.996
34039031300,NJ,Union County,Census Tract 313,35620,7435.000028,3979.364
34039031400,NJ,Union County,Census Tract 314,35620,4680.999972,3937.238
34039031500,NJ,Union County,Census Tract 315,35620,5536.99997,4308.027
34039031601,NJ,Union County,Census Tract 316.01,35620,2585.111125,5656.693
34039031602,NJ,Union County,Census Tract 316.02,35620,3582.918105,5656.693
34039031700,NJ,Union County,Census Tract 317,35620,4690.876919,6530.521
34039031801,NJ,Union County,Census Tract 318.01,35620,4263.824862,5019.798
34039031802,NJ,Union County,Census Tract 318.02,35620,2726.175144,5019.798
34039031903,NJ,Union County,Census Tract 319.03,35620,4073.57141,5041.76
34039031904,NJ,Union County,Census Tract 319.04,35620,1880.844855,5041.76
34039032001,NJ,Union County,Census Tract 320.01,35620,4842.406965,4876.875
34039032002,NJ,Union County,Census Tract 320.02,35620,3431.592642,4876.875
34039032100,NJ,Union County,Census Tract 321,35620,7178.316707,5692.138
34039032200,NJ,Union County,Census Tract 322,35620,5856.99999,4701.799
34039032300,NJ,Union County,Census Tract 323,35620,2132.00001,4789.808
34039032400,NJ,Union County,Census Tract 324,35620,7342.000039,4396.205
34039032500,NJ,Union County,Census Tract 325,35620,6915.971042,5938.18
34039032600,NJ,Union County,Census Tract 326,35620,4608.000061,4952.181
34039032700,NJ,Union County,Census Tract 327,35620,7377.000051,5251.183
34039032800,NJ,Union County,Census Tract 328,35620,4257.999958,3669.103
34039032901,NJ,Union County,Census Tract 329.01,35620,4459.061888,5287.803
34039032902,NJ,Union County,Census Tract 329.02,35620,5181.492478,5287.803
34039033000,NJ,Union County,Census Tract 330,35620,3539.468573,5506.275
34039033100,NJ,Union County,Census Tract 331,35620,5583.078871,5214.533
34039033200,NJ,Union County,Census Tract 332,35620,3956.000003,5668.06
34039033300,NJ,Union County,Census Tract 333,35620,4483.999982,5143.407
34039033400,NJ,Union County,Census Tract 334,35620,3076.000041,6493.11
34039033500,NJ,Union County,Census Tract 335,35620,6719.683217,4866.538
34039033600,NJ,Union County,Census Tract 336,35620,9619.405161,4808.13
34039033700,NJ,Union County,Census Tract 337,35620,3865.999994,5215.125
34039033800,NJ,Union County,Census Tract 338,35620,6770.047591,5118.833
