tractid,tracta,countya,statea,pop19,incpc19
36047118000,Census Tract 1180, Kings County, New York,0,NA
36047121000,Census Tract 1210, Kings County, New York,4196,11470
36047019700,Census Tract 197, Kings County, New York,3714,71297
36047020100,Census Tract 201, Kings County, New York,3945,67981
36047021500,Census Tract 215, Kings County, New York,5638,56522
36047027200,Census Tract 272, Kings County, New York,3755,24641
36047035500,Census Tract 355, Kings County, New York,5631,23774
36047036502,Census Tract 365.02, Kings County, New York,1415,20993
36047039300,Census Tract 393, Kings County, New York,3890,32597
36005001900,Census Tract 19, Bronx County, New York,3141,24405
36005004200,Census Tract 42, Bronx County, New York,7697,19407
36005005100,Census Tract 51, Bronx County, New York,5737,10952
36005005001,Census Tract 50.01, Bronx County, New York,4604,16260
36005005002,Census Tract 50.02, Bronx County, New York,5592,14733
36005005300,Census Tract 53, Bronx County, New York,4888,9339
36005006300,Census Tract 63, Bronx County, New York,4582,24266
36005007600,Census Tract 76, Bronx County, New York,5311,18215
36005009000,Census Tract 90, Bronx County, New York,3459,15444
36005009300,Census Tract 93, Bronx County, New York,6154,15068
36005009600,Census Tract 96, Bronx County, New York,2792,18986
36005011700,Census Tract 117, Bronx County, New York,1443,12485
36005014701,Census Tract 147.01, Bronx County, New York,7003,7853
36005042300,Census Tract 423, Bronx County, New York,4313,19749
36005042500,Census Tract 425, Bronx County, New York,6175,17336
36005042901,Census Tract 429.01, Bronx County, New York,3561,18543
36005044200,Census Tract 442, Bronx County, New York,4019,23749
36005050400,Census Tract 504, Bronx County, New York,0,NA
36005030100,Census Tract 301, Bronx County, New York,1413,44370
36005027600,Census Tract 276, Bronx County, New York,24,NA
36047010800,Census Tract 108, Kings County, New York,3866,16973
36047012100,Census Tract 121, Kings County, New York,1962,55319
36047012902,Census Tract 129.02, Kings County, New York,2554,79230
36047013700,Census Tract 137, Kings County, New York,3554,62345
36047014300,Census Tract 143, Kings County, New York,3672,50055
36005021800,Census Tract 218, Bronx County, New York,6520,20995
36005033800,Census Tract 338, Bronx County, New York,4105,24255
36005036502,Census Tract 365.02, Bronx County, New York,2620,16914
36081024700,Census Tract 247, Queens County, New York,1466,27617
36081025700,Census Tract 257, Queens County, New York,1500,31427
36081026000,Census Tract 260, Queens County, New York,2757,19537
36081026100,Census Tract 261, Queens County, New York,6508,22889
36081027900,Census Tract 279, Queens County, New York,6220,31136
36081028000,Census Tract 280, Queens County, New York,1670,30903
36081028700,Census Tract 287, Queens County, New York,6293,38221
36047001800,Census Tract 18, Kings County, New York,1897,13075
36047002300,Census Tract 23, Kings County, New York,4219,10990
36047002901,Census Tract 29.01, Kings County, New York,4447,13175
36047003400,Census Tract 34, Kings County, New York,3161,40170
36047003800,Census Tract 38, Kings County, New York,1371,48516
36047004500,Census Tract 45, Kings County, New York,3385,92081
36047005202,Census Tract 52.02, Kings County, New York,2442,56871
36047006300,Census Tract 63, Kings County, New York,1866,74656
36047006800,Census Tract 68, Kings County, New York,4900,28032
36047007100,Census Tract 71, Kings County, New York,5050,33069
36047007700,Census Tract 77, Kings County, New York,5159,81715
36047049200,Census Tract 492, Kings County, New York,2688,34009
36047050202,Census Tract 502.02, Kings County, New York,2523,63127
36047047400,Census Tract 474, Kings County, New York,2385,22440
36047047700,Census Tract 477, Kings County, New York,3835,74906
36047048200,Census Tract 482, Kings County, New York,4885,22518
36047048900,Census Tract 489, Kings County, New York,3617,15756
36047049000,Census Tract 490, Kings County, New York,5601,39550
36047049700,Census Tract 497, Kings County, New York,2717,69637
36047050100,Census Tract 501, Kings County, New York,3177,57697
36081073900,Census Tract 739, Queens County, New York,5425,64373
36081074100,Census Tract 741, Queens County, New York,3060,52017
36081074300,Census Tract 743, Queens County, New York,4082,40151
36081074500,Census Tract 745, Queens County, New York,4014,26628
36081077904,Census Tract 779.04, Queens County, New York,5781,32135
36081080900,Census Tract 809, Queens County, New York,7240,31417
36081085300,Census Tract 853, Queens County, New York,5563,24230
36047088600,Census Tract 886, Kings County, New York,4089,21750
36047088800,Census Tract 888, Kings County, New York,4086,28024
36047091200,Census Tract 912, Kings County, New York,5589,12405
36047095000,Census Tract 950, Kings County, New York,2751,34698
36047056000,Census Tract 560, Kings County, New York,3482,29348
36047055100,Census Tract 551, Kings County, New York,5361,64964
36047055400,Census Tract 554, Kings County, New York,4328,26614
36047056200,Census Tract 562, Kings County, New York,1655,43340
36047057400,Census Tract 574, Kings County, New York,2858,34649
36085015100,Census Tract 151, Richmond County, New York,5374,47056
36085015603,Census Tract 156.03, Richmond County, New York,4844,38039
36085018902,Census Tract 189.02, Richmond County, New York,5504,35814
36061003700,Census Tract 37, New York County, New York,2666,162230
36061008601,Census Tract 86.01, New York County, New York,2915,114240
36061008603,Census Tract 86.03, New York County, New York,4400,170518
36061004400,Census Tract 44, New York County, New York,16594,70866
36061008602,Census Tract 86.02, New York County, New York,0,NA
36061017200,Census Tract 172, New York County, New York,5130,25632
36061021303,Census Tract 213.03, New York County, New York,6283,26790
36061021500,Census Tract 215, New York County, New York,4396,29789
36061021703,Census Tract 217.03, New York County, New York,11,NA
36061022700,Census Tract 227, New York County, New York,5218,38858
36061023100,Census Tract 231, New York County, New York,6807,35989
36061023801,Census Tract 238.01, New York County, New York,6354,62917
36061023802,Census Tract 238.02, New York County, New York,6086,45129
36061024200,Census Tract 242, New York County, New York,5003,19249
36061025700,Census Tract 257, New York County, New York,4625,51305
36061025900,Census Tract 259, New York County, New York,3731,44083
36081140902,Census Tract 1409.02, Queens County, New York,2787,35860
36081145900,Census Tract 1459, Queens County, New York,2809,32895
36081057700,Census Tract 577, Queens County, New York,4169,29014
36081052500,Census Tract 525, Queens County, New York,2543,27136
36081055600,Census Tract 556, Queens County, New York,2282,30856
36081060600,Census Tract 606, Queens County, New York,1351,34191
36081063800,Census Tract 638, Queens County, New York,3516,34125
36081065400,Census Tract 654, Queens County, New York,3782,29056
36081066300,Census Tract 663, Queens County, New York,2771,49648
36081068700,Census Tract 687, Queens County, New York,4188,30672
36081069400,Census Tract 694, Queens County, New York,3455,31162
36047005400,Census Tract 54, Kings County, New York,3185,59245
36081071305,Census Tract 713.05, Queens County, New York,4862,45609
36081071306,Census Tract 713.06, Queens County, New York,6361,50393
36081071701,Census Tract 717.01, Queens County, New York,4805,42113
36081071702,Census Tract 717.02, Queens County, New York,3915,42837
36081072300,Census Tract 723, Queens County, New York,2050,81268
36081074900,Census Tract 749, Queens County, New York,1429,85461
36081075701,Census Tract 757.01, Queens County, New York,5022,62118
36081075702,Census Tract 757.02, Queens County, New York,4898,52321
36081077906,Census Tract 779.06, Queens County, New York,3388,29446
36081077907,Census Tract 779.07, Queens County, New York,3500,26707
36081077908,Census Tract 779.08, Queens County, New York,3760,22387
36081079701,Census Tract 797.01, Queens County, New York,6676,21399
36081027600,Census Tract 276, Queens County, New York,1342,27050
36081028200,Census Tract 282, Queens County, New York,1894,26675
36081028300,Census Tract 283, Queens County, New York,7508,32879
36081028500,Census Tract 285, Queens County, New York,4987,46602
36081028900,Census Tract 289, Queens County, New York,5158,32283
36081113300,Census Tract 1133, Queens County, New York,1603,42195
36081107201,Census Tract 1072.01, Queens County, New York,2320,40135
36047059200,Census Tract 592, Kings County, New York,4152,29084
36047063600,Census Tract 636, Kings County, New York,1289,37923
36047064800,Census Tract 648, Kings County, New York,2194,32226
36047065200,Census Tract 652, Kings County, New York,1094,48825
36047066200,Census Tract 662, Kings County, New York,1501,41639
36047067600,Census Tract 676, Kings County, New York,1760,31303
36047069800,Census Tract 698, Kings County, New York,1449,38234
36047072000,Census Tract 720, Kings County, New York,2019,27816
36047073600,Census Tract 736, Kings County, New York,3198,32638
36047074200,Census Tract 742, Kings County, New York,3136,28686
36047074600,Census Tract 746, Kings County, New York,2577,29619
36047076600,Census Tract 766, Kings County, New York,2103,29092
36047077000,Census Tract 770, Kings County, New York,2820,37362
36047078000,Census Tract 780, Kings County, New York,2161,34299
36047078400,Census Tract 784, Kings County, New York,2386,32851
36047114202,Census Tract 1142.02, Kings County, New York,3011,27555
36047117601,Census Tract 1176.01, Kings County, New York,3203,20487
36047050500,Census Tract 505, Kings County, New York,4009,32550
36047046800,Census Tract 468, Kings County, New York,2168,17830
36047048400,Census Tract 484, Kings County, New York,5574,19468
36047015100,Census Tract 151, Kings County, New York,4240,81324
36047015400,Census Tract 154, Kings County, New York,11,NA
36047015700,Census Tract 157, Kings County, New York,4111,80637
36047016500,Census Tract 165, Kings County, New York,5919,103778
36047017800,Census Tract 178, Kings County, New York,3073,22191
36047017900,Census Tract 179, Kings County, New York,4348,37657
36047019100,Census Tract 191, Kings County, New York,2972,48714
36047051400,Census Tract 514, Kings County, New York,7834,28830
36047078800,Census Tract 788, Kings County, New York,3528,21536
36061006600,Census Tract 66, New York County, New York,11839,74532
36061006800,Census Tract 68, New York County, New York,7876,104331
36061008200,Census Tract 82, New York County, New York,3241,141719
36061008400,Census Tract 84, New York County, New York,1746,101975
36081074700,Census Tract 747, Queens County, New York,3705,34471
36081077300,Census Tract 773, Queens County, New York,2093,58822
36081078800,Census Tract 788, Queens County, New York,1865,35794
36081081400,Census Tract 814, Queens County, New York,4117,27611
36081088400,Census Tract 884, Queens County, New York,8345,38865
36081092200,Census Tract 922, Queens County, New York,2020,81100
36081096400,Census Tract 964, Queens County, New York,6573,30862
36081097202,Census Tract 972.02, Queens County, New York,3060,13948
36081097300,Census Tract 973, Queens County, New York,1763,45722
36081101700,Census Tract 1017, Queens County, New York,6005,40372
36081000800,Census Tract 8, Queens County, New York,3193,24136
36081001400,Census Tract 14, Queens County, New York,4308,24816
36081001600,Census Tract 16, Queens County, New York,2420,31257
36081001900,Census Tract 19, Queens County, New York,4358,88421
36081002600,Census Tract 26, Queens County, New York,2272,27475
36081002800,Census Tract 28, Queens County, New York,3573,23495
36047029200,Census Tract 292, Kings County, New York,3033,25365
36047029600,Census Tract 296, Kings County, New York,5849,27567
36047030400,Census Tract 304, Kings County, New York,4189,25201
36047030600,Census Tract 306, Kings County, New York,1736,26926
36047031900,Census Tract 319, Kings County, New York,3141,36642
36047032600,Census Tract 326, Kings County, New York,6730,13631
36047033700,Census Tract 337, Kings County, New York,3856,27866
36047034200,Census Tract 342, Kings County, New York,6064,11713
36047034900,Census Tract 349, Kings County, New York,6145,22011
36047041900,Census Tract 419, Kings County, New York,3623,26248
36047042900,Census Tract 429, Kings County, New York,5441,24562
36047043300,Census Tract 433, Kings County, New York,3628,15715
36047049300,Census Tract 493, Kings County, New York,7292,29098
36047049400,Census Tract 494, Kings County, New York,5707,33769
36047049800,Census Tract 498, Kings County, New York,4139,37227
36047050700,Census Tract 507, Kings County, New York,3063,11684
36047050900,Census Tract 509, Kings County, New York,5440,9846
36005004400,Census Tract 44, Bronx County, New York,4401,12414
36005004800,Census Tract 48, Bronx County, New York,4563,17096
36005005902,Census Tract 59.02, Bronx County, New York,2751,19517
36005008300,Census Tract 83, Bronx County, New York,6713,16436
36005008400,Census Tract 84, Bronx County, New York,2899,24487
36061001600,Census Tract 16, New York County, New York,6968,37537
36061002100,Census Tract 21, New York County, New York,6666,161757
36061002800,Census Tract 28, New York County, New York,6765,40527
36061001300,Census Tract 13, New York County, New York,4455,123176
36061001402,Census Tract 14.02, New York County, New York,2941,39107
36061002201,Census Tract 22.01, New York County, New York,6565,27972
36061003001,Census Tract 30.01, New York County, New York,3815,70510
36061003100,Census Tract 31, New York County, New York,2525,75949
36061003400,Census Tract 34, New York County, New York,6569,58772
36085020100,Census Tract 201, Richmond County, New York,3524,41568
36085029102,Census Tract 291.02, Richmond County, New York,3006,37801
36085030301,Census Tract 303.01, Richmond County, New York,4972,34665
36085000800,Census Tract 8, Richmond County, New York,5238,31225
36085003900,Census Tract 39, Richmond County, New York,2376,41899
36085012500,Census Tract 125, Richmond County, New York,3047,30657
36085013400,Census Tract 134, Richmond County, New York,4099,39017
36085002001,Census Tract 20.01, Richmond County, New York,2502,36388
36085006400,Census Tract 64, Richmond County, New York,3450,29579
36085011401,Census Tract 114.01, Richmond County, New York,2971,27056
36061029900,Census Tract 299, New York County, New York,3737,15506
36061031703,Census Tract 317.03, New York County, New York,5783,131971
36047030200,Census Tract 302, Kings County, New York,4448,27493
36047030800,Census Tract 308, Kings County, New York,1980,25822
36047020000,Census Tract 200, Kings County, New York,2417,28467
36047017600,Census Tract 176, Kings County, New York,2413,32285
36047018501,Census Tract 185.01, Kings County, New York,4153,16262
36047020200,Census Tract 202, Kings County, New York,1963,31835
36047020800,Census Tract 208, Kings County, New York,3092,26401
36047021800,Census Tract 218, Kings County, New York,3128,19627
36047022900,Census Tract 229, Kings County, New York,3675,50626
36047023300,Census Tract 233, Kings County, New York,5884,42269
36047024500,Census Tract 245, Kings County, New York,4491,43533
36047025100,Census Tract 251, Kings County, New York,3741,39386
36047025500,Census Tract 255, Kings County, New York,5598,11430
36047026400,Census Tract 264, Kings County, New York,4594,24038
36047026900,Census Tract 269, Kings County, New York,3147,43536
36047028100,Census Tract 281, Kings County, New York,4764,23301
36047028400,Census Tract 284, Kings County, New York,3532,23636
36047034800,Census Tract 348, Kings County, New York,2885,18511
36047044900,Census Tract 449, Kings County, New York,3210,15094
36047046000,Census Tract 460, Kings County, New York,3131,31368
36047048500,Census Tract 485, Kings County, New York,2289,44251
36047050801,Census Tract 508.01, Kings County, New York,4075,26315
36047050803,Census Tract 508.03, Kings County, New York,2522,25899
36047050804,Census Tract 508.04, Kings County, New York,6083,31735
36047051001,Census Tract 510.01, Kings County, New York,4092,23653
36047051002,Census Tract 510.02, Kings County, New York,4858,25899
36047051601,Census Tract 516.01, Kings County, New York,5252,25110
36047051602,Census Tract 516.02, Kings County, New York,3895,25147
36047056100,Census Tract 561, Kings County, New York,3538,67207
36047061003,Census Tract 610.03, Kings County, New York,1669,19838
36047061004,Census Tract 610.04, Kings County, New York,6221,22216
36047062000,Census Tract 620, Kings County, New York,1816,61892
36047069601,Census Tract 696.01, Kings County, New York,3248,41079
36047069602,Census Tract 696.02, Kings County, New York,5812,37984
36047076800,Census Tract 768, Kings County, New York,3219,25623
36047079601,Census Tract 796.01, Kings County, New York,4536,32568
36047079602,Census Tract 796.02, Kings County, New York,4797,29823
36047079801,Census Tract 798.01, Kings County, New York,2869,43175
36047079802,Census Tract 798.02, Kings County, New York,5441,44026
36047080800,Census Tract 808, Kings County, New York,1326,10696
36047092400,Census Tract 924, Kings County, New York,2653,15667
36047093200,Census Tract 932, Kings County, New York,1124,35821
36047094600,Census Tract 946, Kings County, New York,1947,34386
36047105801,Census Tract 1058.01, Kings County, New York,5809,21052
36047105804,Census Tract 1058.04, Kings County, New York,6744,20811
36047110400,Census Tract 1104, Kings County, New York,4407,20220
36047111600,Census Tract 1116, Kings County, New York,3624,23206
36081011000,Census Tract 110, Queens County, New York,3234,24855
36081011200,Census Tract 112, Queens County, New York,2279,25558
36081012200,Census Tract 122, Queens County, New York,3128,24146
36081012400,Census Tract 124, Queens County, New York,3374,22795
36081013400,Census Tract 134, Queens County, New York,4678,40296
36081013800,Census Tract 138, Queens County, New York,3608,36592
36081014300,Census Tract 143, Queens County, New York,3772,36956
36081015900,Census Tract 159, Queens County, New York,3422,35332
36047049500,Census Tract 495, Kings County, New York,2600,55173
36047053700,Census Tract 537, Kings County, New York,3862,10106
36047054300,Census Tract 543, Kings County, New York,283,71034
36047055800,Census Tract 558, Kings County, New York,2492,36519
36047056500,Census Tract 565, Kings County, New York,3156,62712
36047056800,Census Tract 568, Kings County, New York,1455,37911
36047061002,Census Tract 610.02, Kings County, New York,4898,54783
36047062800,Census Tract 628, Kings County, New York,4418,37573
36047064200,Census Tract 642, Kings County, New York,2227,39775
36047068000,Census Tract 680, Kings County, New York,2185,28759
36047072400,Census Tract 724, Kings County, New York,1979,31525
36047072800,Census Tract 728, Kings County, New York,3946,33858
36047075000,Census Tract 750, Kings County, New York,2857,31014
36047076000,Census Tract 760, Kings County, New York,2930,32852
36047081600,Census Tract 816, Kings County, New York,2653,23602
36047082800,Census Tract 828, Kings County, New York,3706,27345
36047083200,Census Tract 832, Kings County, New York,2127,25320
36047085000,Census Tract 850, Kings County, New York,1489,27052
36061019800,Census Tract 198, New York County, New York,2645,48804
36081048400,Census Tract 484, Queens County, New York,5140,31827
36081049301,Census Tract 493.01, Queens County, New York,2209,33095
36081049700,Census Tract 497, Queens County, New York,3131,35632
36081050201,Census Tract 502.01, Queens County, New York,1384,27912
36081051000,Census Tract 510, Queens County, New York,1816,33816
36081052000,Census Tract 520, Queens County, New York,1410,29667
36081055100,Census Tract 551, Queens County, New York,4244,30166
36081056200,Census Tract 562, Queens County, New York,1631,28226
36061001200,Census Tract 12, New York County, New York,4168,45454
36061001401,Census Tract 14.01, New York County, New York,3024,73791
36061001501,Census Tract 15.01, New York County, New York,7398,81013
36061004300,Census Tract 43, New York County, New York,3968,78995
36061004900,Census Tract 49, New York County, New York,4404,125315
36061003300,Census Tract 33, New York County, New York,5224,191549
36061003602,Census Tract 36.02, New York County, New York,3212,58326
36061004800,Census Tract 48, New York County, New York,6230,96621
36005014702,Census Tract 147.02, Bronx County, New York,5435,11633
36005015200,Census Tract 152, Bronx County, New York,2481,34640
36005015900,Census Tract 159, Bronx County, New York,1969,12521
36005017701,Census Tract 177.01, Bronx County, New York,4650,16952
36005017702,Census Tract 177.02, Bronx County, New York,5423,18979
36005017901,Census Tract 179.01, Bronx County, New York,4831,15637
36005017902,Census Tract 179.02, Bronx County, New York,4032,14790
36005018101,Census Tract 181.01, Bronx County, New York,3351,16003
36005018102,Census Tract 181.02, Bronx County, New York,5294,15911
36005018301,Census Tract 183.01, Bronx County, New York,4320,27626
36005018302,Census Tract 183.02, Bronx County, New York,3824,19296
36005018500,Census Tract 185, Bronx County, New York,9001,15736
36085024401,Census Tract 244.01, Richmond County, New York,6228,44128
36085024402,Census Tract 244.02, Richmond County, New York,4426,52407
36085027705,Census Tract 277.05, Richmond County, New York,5809,39827
36047005601,Census Tract 56.01, Kings County, New York,2447,56414
36047005602,Census Tract 56.02, Kings County, New York,1687,48366
36047005800,Census Tract 58, Kings County, New York,2827,42784
36047005900,Census Tract 59, Kings County, New York,1213,41061
36047006400,Census Tract 64, Kings County, New York,3042,37955
36047009400,Census Tract 94, Kings County, New York,5066,19060
36047010400,Census Tract 104, Kings County, New York,4805,19153
36047013000,Census Tract 130, Kings County, New York,4615,35297
36047013200,Census Tract 132, Kings County, New York,2372,22563
36047020600,Census Tract 206, Kings County, New York,2311,45101
36047021000,Census Tract 210, Kings County, New York,3967,23865
36047022200,Census Tract 222, Kings County, New York,4008,16002
36047022700,Census Tract 227, Kings County, New York,3794,61846
36047023000,Census Tract 230, Kings County, New York,4251,14204
36047024800,Census Tract 248, Kings County, New York,2653,22315
36047025200,Census Tract 252, Kings County, New York,5299,22329
36047025700,Census Tract 257, Kings County, New York,2476,28535
36047026200,Census Tract 262, Kings County, New York,2425,32131
36047026700,Census Tract 267, Kings County, New York,4055,40502
36061011800,Census Tract 118, New York County, New York,8986,145766
36061015900,Census Tract 159, New York County, New York,9517,117101
36061024500,Census Tract 245, New York County, New York,14717,25109
36061002000,Census Tract 20, New York County, New York,4586,16337
36061003900,Census Tract 39, New York County, New York,6931,158186
36061000100,Census Tract 1, New York County, New York,0,NA
36061004100,Census Tract 41, New York County, New York,7997,60655
36061022600,Census Tract 226, New York County, New York,4954,38394
36061026500,Census Tract 265, New York County, New York,7951,40300
36061003800,Census Tract 38, New York County, New York,8927,60814
36061005800,Census Tract 58, New York County, New York,4315,172631
36061008800,Census Tract 88, New York County, New York,7416,97524
36061012000,Census Tract 120, New York County, New York,3144,176805
36061015500,Census Tract 155, New York County, New York,10290,128898
36047018400,Census Tract 184, Kings County, New York,2617,34799
36047018700,Census Tract 187, Kings County, New York,1488,59466
36047019000,Census Tract 190, Kings County, New York,4763,24958
36047019500,Census Tract 195, Kings County, New York,3441,59071
36047019900,Census Tract 199, Kings County, New York,3432,63037
36047000900,Census Tract 9, Kings County, New York,4518,108418
36047002200,Census Tract 22, Kings County, New York,4698,24238
36047003700,Census Tract 37, Kings County, New York,2250,93945
36047004600,Census Tract 46, Kings County, New York,1301,62715
36047004700,Census Tract 47, Kings County, New York,1877,70767
36047006600,Census Tract 66, Kings County, New York,3542,40454
36047007400,Census Tract 74, Kings County, New York,5259,18350
36047007800,Census Tract 78, Kings County, New York,5246,19367
36047011200,Census Tract 112, Kings County, New York,6188,15968
36047012000,Census Tract 120, Kings County, New York,1213,18155
36047002100,Census Tract 21, Kings County, New York,5106,121521
36047003000,Census Tract 30, Kings County, New York,1718,46787
36047003300,Census Tract 33, Kings County, New York,4202,91604
36005030200,Census Tract 302, Bronx County, New York,8704,31082
36005034200,Census Tract 342, Bronx County, New York,1888,26904
36005037000,Census Tract 370, Bronx County, New York,2416,28199
36005037200,Census Tract 372, Bronx County, New York,2132,21816
36005039902,Census Tract 399.02, Bronx County, New York,5646,16816
36005042600,Census Tract 426, Bronx County, New York,6729,31780
36005045800,Census Tract 458, Bronx County, New York,5744,10720
36005046000,Census Tract 460, Bronx County, New York,3246,18321
36005023900,Census Tract 239, Bronx County, New York,7873,12198
36005024100,Census Tract 241, Bronx County, New York,6621,16509
36005026601,Census Tract 266.01, Bronx County, New York,3452,31693
36005028400,Census Tract 284, Bronx County, New York,554,9966
36005028700,Census Tract 287, Bronx County, New York,3153,30468
36005028800,Census Tract 288, Bronx County, New York,3330,43910
36005045102,Census Tract 451.02, Bronx County, New York,1955,43438
36005034500,Census Tract 345, Bronx County, New York,3540,38822
36005035600,Census Tract 356, Bronx County, New York,2254,31072
36005035900,Census Tract 359, Bronx County, New York,2053,14498
36005036800,Census Tract 368, Bronx County, New York,2109,26038
36005038600,Census Tract 386, Bronx County, New York,8889,21969
36005000400,Census Tract 4, Bronx County, New York,5516,37619
36081056500,Census Tract 565, Queens County, New York,1569,30974
36081056700,Census Tract 567, Queens County, New York,5175,34771
36081056800,Census Tract 568, Queens County, New York,5039,29092
36081058500,Census Tract 585, Queens County, New York,4464,30303
36081058700,Census Tract 587, Queens County, New York,3550,28970
36081061800,Census Tract 618, Queens County, New York,1796,40248
36081062600,Census Tract 626, Queens County, New York,2805,33124
36081000400,Census Tract 4, Queens County, New York,4476,21966
36081002200,Census Tract 22, Queens County, New York,2314,30581
36081003100,Census Tract 31, Queens County, New York,1144,35337
36047050300,Census Tract 503, Kings County, New York,2670,55951
36047051900,Census Tract 519, Kings County, New York,5066,88779
36047053000,Census Tract 530, Kings County, New York,4060,21766
36047055500,Census Tract 555, Kings County, New York,7696,103801
36047055700,Census Tract 557, Kings County, New York,1981,65202
36047056900,Census Tract 569, Kings County, New York,1691,69278
36047057200,Census Tract 572, Kings County, New York,5522,15180
36047057300,Census Tract 573, Kings County, New York,2457,57408
36047057500,Census Tract 575, Kings County, New York,3983,59715
36081085900,Census Tract 859, Queens County, New York,5492,26841
36081086500,Census Tract 865, Queens County, New York,4311,27274
36081094202,Census Tract 942.02, Queens County, New York,4806,23781
36081094203,Census Tract 942.03, Queens County, New York,6602,34290
36081098100,Census Tract 981, Queens County, New York,2236,37354
36081101002,Census Tract 1010.02, Queens County, New York,4359,24980
36081103900,Census Tract 1039, Queens County, New York,6283,29731
36081018300,Census Tract 183, Queens County, New York,6064,41569
36081018800,Census Tract 188, Queens County, New York,1449,29419
36081018900,Census Tract 189, Queens County, New York,3136,32947
36081019200,Census Tract 192, Queens County, New York,1969,28819
36081025900,Census Tract 259, Queens County, New York,3486,32270
36081026600,Census Tract 266, Queens County, New York,1745,19493
36081027300,Census Tract 273, Queens County, New York,7116,22698
36081029300,Census Tract 293, Queens County, New York,1090,27884
36081003600,Census Tract 36, Queens County, New York,3584,26281
36081004401,Census Tract 44.01, Queens County, New York,3732,22509
36081005300,Census Tract 53, Queens County, New York,5092,45482
36081005700,Census Tract 57, Queens County, New York,4212,34207
36081007300,Census Tract 73, Queens County, New York,3933,52066
36081008100,Census Tract 81, Queens County, New York,1269,53801
36081003800,Census Tract 38, Queens County, New York,2757,23078
36085027706,Census Tract 277.06, Richmond County, New York,3489,38184
36085990100,Census Tract 9901, Richmond County, New York,0,NA
36061016600,Census Tract 166, New York County, New York,6377,30274
36061016700,Census Tract 167, New York County, New York,6189,155349
36061018100,Census Tract 181, New York County, New York,8496,94327
36061020901,Census Tract 209.01, New York County, New York,3511,21624
36061022302,Census Tract 223.02, New York County, New York,3175,26031
36061025300,Census Tract 253, New York County, New York,13572,21915
36005004001,Census Tract 40.01, Bronx County, New York,1475,28605
36005004300,Census Tract 43, Bronx County, New York,5552,14770
36005005200,Census Tract 52, Bronx County, New York,1956,19331
36005006400,Census Tract 64, Bronx County, New York,3932,17827
36005007800,Census Tract 78, Bronx County, New York,7415,21802
36005008500,Census Tract 85, Bronx County, New York,5631,20740
36005013100,Census Tract 131, Bronx County, New York,5084,15020
36005016400,Census Tract 164, Bronx County, New York,1046,42212
36005018400,Census Tract 184, Bronx County, New York,3793,34379
36005019300,Census Tract 193, Bronx County, New York,6350,12226
36005021302,Census Tract 213.02, Bronx County, New York,5513,14287
36005021602,Census Tract 216.02, Bronx County, New York,5632,28397
36005021900,Census Tract 219, Bronx County, New York,882,17429
36005000200,Census Tract 2, Bronx County, New York,4532,22015
36005003500,Census Tract 35, Bronx County, New York,3907,15750
36047036200,Census Tract 362, Kings County, New York,3855,21486
36047036600,Census Tract 366, Kings County, New York,4268,21330
36047112000,Census Tract 1120, Kings County, New York,3105,18540
36047113000,Census Tract 1130, Kings County, New York,3699,25021
36047113200,Census Tract 1132, Kings County, New York,1973,23833
36047117202,Census Tract 1172.02, Kings County, New York,3756,24569
36047118400,Census Tract 1184, Kings County, New York,5105,19425
36047118600,Census Tract 1186, Kings County, New York,2960,21004
36047118800,Census Tract 1188, Kings County, New York,4536,20100
36047119400,Census Tract 1194, Kings County, New York,4892,15586
36047120800,Census Tract 1208, Kings County, New York,10413,20768
36047121400,Census Tract 1214, Kings County, New York,4820,10908
36047017200,Census Tract 172, Kings County, New York,3262,34995
36047017500,Census Tract 175, Kings County, New York,0,NA
36047018200,Census Tract 182, Kings County, New York,3501,24348
36047018800,Census Tract 188, Kings County, New York,2836,33735
36047021600,Census Tract 216, Kings County, New York,4022,19489
36047022600,Census Tract 226, Kings County, New York,2233,16082
36047023200,Census Tract 232, Kings County, New York,5561,13980
36047023800,Census Tract 238, Kings County, New York,3634,19511
36047054800,Census Tract 548, Kings County, New York,2090,43025
36047037500,Census Tract 375, Kings County, New York,3229,26758
36047116200,Census Tract 1162, Kings County, New York,2429,18099
36047116600,Census Tract 1166, Kings County, New York,3128,25663
36047040100,Census Tract 401, Kings County, New York,3162,29180
36047033100,Census Tract 331, Kings County, New York,4058,25009
36047058200,Census Tract 582, Kings County, New York,2542,31245
36047059800,Census Tract 598, Kings County, New York,3606,35157
36047060800,Census Tract 608, Kings County, New York,3545,32429
36047063200,Census Tract 632, Kings County, New York,1534,33919
36047064400,Census Tract 644, Kings County, New York,2855,29166
36047065800,Census Tract 658, Kings County, New York,1798,43072
36047066000,Census Tract 660, Kings County, New York,2050,50184
36047067000,Census Tract 670, Kings County, New York,2934,32563
36047069000,Census Tract 690, Kings County, New York,2082,33827
36047069200,Census Tract 692, Kings County, New York,2734,37242
36047035900,Census Tract 359, Kings County, New York,5593,19218
36047036001,Census Tract 360.01, Kings County, New York,3155,29526
36047036100,Census Tract 361, Kings County, New York,2787,15746
36047036300,Census Tract 363, Kings County, New York,5044,19043
36047051200,Census Tract 512, Kings County, New York,5936,29941
36047051300,Census Tract 513, Kings County, New York,5397,55703
36047052300,Census Tract 523, Kings County, New York,4854,42865
36047053100,Census Tract 531, Kings County, New York,8833,11317
36047053400,Census Tract 534, Kings County, New York,4232,21864
